genbank_accession	genbank_accession_rev	strain	date	region	country	division	location	length	host	lineage	release_date	update_date	sra_accessions	authors	institution
nvrl-605	nvrl-605	nvrl-605	2024-12-05	Africa	Kenya	Garissa	Hagadera		Homo sapiens	East-Central-South-African	2026-01-27	2026-01-27		Mutai et al.	WRAIR-Africa
nvrl-606	nvrl-606	nvrl-606	2024-12-05	Africa	Kenya	Garissa	Hagadera		Homo sapiens	East-Central-South-African	2026-01-27	2026-01-27		Mutai et al.	WRAIR-Africa
nvrl-608	nvrl-608	nvrl-608	2024-12-05	Africa	Kenya	Garissa	Hagadera		Homo sapiens	East-Central-South-African	2026-01-27	2026-01-27		Mutai et al.	WRAIR-Africa
nvrl-614	nvrl-614	nvrl-614	2024-12-05	Africa	Kenya	Garissa	Hagadera		Homo sapiens	East-Central-South-African	2026-01-27	2026-01-27		Mutai et al.	WRAIR-Africa
nvrl-616	nvrl-616	nvrl-616	2024-12-05	Africa	Kenya	Garissa	Hagadera		Homo sapiens	East-Central-South-African	2026-01-27	2026-01-27		Mutai et al.	WRAIR-Africa
AFI-LAM-2811	AFI-LAM-2811	AFI-LAM-2811	2026-01-05	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3105	AFI-LAM-3105	AFI-LAM-3105	2026-06-11	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3118	AFI-LAM-3118	AFI-LAM-3118	2026-06-17	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3121	AFI-LAM-3121	AFI-LAM-3121	2026-06-18	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3128	AFI-LAM-3128	AFI-LAM-3128	2026-06-19	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3139	AFI-LAM-3139	AFI-LAM-3139	2026-06-22	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3146	AFI-LAM-3146	AFI-LAM-3146	2026-06-24	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3150	AFI-LAM-3150	AFI-LAM-3150	2026-06-25	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3157	AFI-LAM-3157	AFI-LAM-3157	2026-06-26	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3162	AFI-LAM-3162	AFI-LAM-3162	2026-06-29	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3166	AFI-LAM-3166	AFI-LAM-3166	2026-07-01	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3167	AFI-LAM-3167	AFI-LAM-3167	2026-07-02	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3168	AFI-LAM-3168	AFI-LAM-3168	2026-07-02	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3173	AFI-LAM-3173	AFI-LAM-3173	2026-07-03	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
AFI-LAM-3179	AFI-LAM-3179	AFI-LAM-3179	2026-07-06	Africa	Kenya	Lamu	Lamu West		Homo sapiens	East-Central-South-African	2026-08-08	2026-08-08		Mutai et al.	WRAIR-Africa
